MEMID,ED3A
002011009,
002013001,Primary
002013002,Secondary
002013003,Secondary
002013004,Secondary
002013005,Primary
002013006,Primary
002013007,
002014001,Secondary
002014002,Secondary
002015001,Secondary
002015002,Secondary
002015003,Preschool/kindergarten
002015004,
002016001,Secondary
002016002,Primary
002016003,Secondary
002016004,Secondary
002016005,Secondary
002016006,Secondary
002017001,Secondary
002017002,Secondary
002017003,Primary
002018001,Secondary
002018002,Secondary
002018003,Secondary
002018004,
002019001,Secondary
002019002,Secondary
002019003,Secondary
002019004,Secondary
002019005,
002019006,
002020001,Primary
002020002,
002020003,Secondary
002020004,Secondary
002020005,Secondary
002020006,Secondary
002020007,Secondary
002020008,Secondary
002020009,Primary
003001001,Secondary
003001002,Secondary
003001003,Primary
003002001,Primary
003002002,Secondary
003002003,Secondary
003002004,Secondary
003002005,Primary
003002006,
003003001,Secondary
003003002,Secondary
003004001,Secondary
003004002,Secondary
003004003,Secondary
003004004,Primary
003005001,Secondary
003005002,Primary
003005003,Secondary
003006001,Secondary
003006002,Secondary
003006003,Primary
003006004,Preschool/kindergarten
003006005,
003006006,Secondary
003007001,Primary
003007002,Primary
003008001,Secondary
003008002,Secondary
003008003,
003008004,Secondary
003008005,
003009001,Secondary
003009002,Primary
003009003,Preschool/kindergarten
003009004,
003010001,Secondary
003010002,Secondary
003010003,Secondary
003010004,Secondary
003011001,Secondary
003011002,Secondary
003011003,Secondary
003011004,Secondary
003011005,Secondary
003012001,Secondary
003012002,Secondary
003012003,Secondary
003012004,Primary
003013001,Primary
003013002,Secondary
003014001,Primary
003014002,Primary
003014003,Primary
003014004,Secondary
003014005,Preschool/kindergarten
003015001,Secondary
003015002,Primary
003015003,Primary
003016001,Secondary
003016002,Primary
003016003,Secondary
003016004,Secondary
003016005,Primary
003016006,Secondary
003017001,Primary
003017002,Primary
003018001,Secondary
003018002,Secondary
003018003,Secondary
003018004,Secondary
003018005,Secondary
003019001,
003019002,
003019003,Primary
003019004,Secondary
003019005,Secondary
003019006,Secondary
003019007,
003019008,Secondary
003019009,Primary
003019010,Primary
003020001,Secondary
003020002,Secondary
003020003,Secondary
003020004,Secondary
003020005,Secondary
003020006,
003020007,Secondary
003020008,Secondary
004001001,Secondary
004001002,Secondary
004001003,Secondary
004001004,Secondary
004001005,Secondary
004001006,Secondary
004002001,Primary
004002002,Primary
004002003,
004002004,Secondary
004002005,Secondary
004002006,Secondary
004002007,Primary
004003001,Primary
004003002,Secondary
004003003,Secondary
004003004,Secondary
004003005,Secondary
004003006,Secondary
004003007,Primary
004004001,Secondary
004004002,Secondary
004004003,Primary
004004004,Secondary
004004005,Secondary
004004006,Secondary
004004007,Primary
004005001,Primary
004005002,Secondary
004005003,Secondary
004005004,Secondary
004005005,Secondary
004005006,Secondary
004005007,Secondary
004005008,Preschool/kindergarten
004007001,Secondary
004007002,Secondary
004008001,Secondary
004008002,Secondary
004008003,Secondary
004008004,Secondary
004008005,Secondary
004008006,Secondary
004009001,Primary
004009002,Primary
004009003,Secondary
004009004,Secondary
004009005,
004010001,Primary
004010002,Primary
004010003,Primary
004010004,Primary
004010005,Preschool/kindergarten
004010006,Preschool/kindergarten
004010007,
004011001,Secondary
004011002,Secondary
004011003,
004012001,Primary
004012002,Secondary
004012003,Secondary
004012004,Primary
004013001,Secondary
004013002,Secondary
004013003,Secondary
004013004,Secondary
004014001,Primary
004014002,Secondary
004014003,Secondary
004014004,Secondary
004015001,Primary
004015002,Primary
004015003,Preschool/kindergarten
004016001,Secondary
004016002,Secondary
004016003,Primary
004016004,Preschool/kindergarten
004016005,Secondary
004016006,Secondary
004016007,
004017001,Secondary
004017002,Secondary
004018001,Secondary
004018002,Primary
004018003,Secondary
004018004,Secondary
004018005,Secondary
004018006,Secondary
004018007,Secondary
004018008,Secondary
004018009,Primary
004019001,Secondary
004019002,Secondary
004019003,Secondary
004020001,Primary
004020002,Primary
004020003,Secondary
004020004,Secondary
005001001,Primary
005001002,Primary
005001003,Secondary
005001004,Secondary
005001005,Primary
005001006,
005002001,
005002002,Primary
005002003,Secondary
005003001,Primary
005003002,Primary
005003003,Secondary
005003004,Secondary
005003005,Secondary
005003006,Secondary
005003007,Primary
005003008,
005004001,Primary
005004002,Primary
005004003,
005004004,Secondary
005004005,Secondary
005004006,
005005001,Secondary
005005002,Primary
005005003,Secondary
005005004,Secondary
005005005,Secondary
005005006,
005006001,Secondary
005006002,Secondary
005006003,Primary
005006004,Primary
005007001,Primary
005007002,Primary
005007003,Secondary
005007004,Primary
005008001,Primary
005008002,Primary
005008003,Preschool/kindergarten
005008004,
005009001,Primary
005009002,Primary
005009003,Preschool/kindergarten
005009004,
005010001,Primary
005010002,Primary
005010003,Primary
005010004,Primary
005010005,Primary
005011001,Primary
005012001,Primary
005012002,Primary
005012003,Secondary
005012004,
005013001,Primary
005013002,Secondary
005013003,Primary
005013004,Primary
005013005,Primary
005013006,Primary
005014001,Primary
005014002,Primary
005014003,Secondary
005014004,Primary
005015001,
005015002,Primary
005015003,Primary
005015004,Primary
005015005,
005016001,Primary
005016002,Primary
005016003,Primary
005016004,Secondary
005016005,
005017001,Primary
005017002,Primary
005017003,Primary
005017004,Primary
005017005,
005018001,Secondary
005018002,Primary
005018003,Primary
005019001,Secondary
005019002,Primary
005019003,Secondary
005019004,Primary
005020001,
005020002,Primary
005020003,Primary
006001001,Primary
006001002,
006001003,Secondary
006001004,Secondary
006001005,Secondary
006001006,
006002001,Secondary
006002002,Secondary
006002003,Secondary
006002004,Secondary
006002005,Secondary
006002006,Secondary
006002007,
006002008,
006003001,Secondary
006003002,Secondary
006003003,Secondary
006003004,Secondary
006003005,Secondary
006005001,Primary
006005002,Secondary
006006001,
006006002,Primary
006006003,Secondary
006006004,Primary
006006005,Primary
006006006,Preschool/kindergarten
006006007,Preschool/kindergarten
006007001,Secondary
006007002,Primary
006007003,Secondary
006007004,Secondary
006007005,Secondary
006007006,Primary
006008001,Primary
006008002,Primary
006008003,Secondary
006008004,Primary
006008005,Secondary
006008006,Secondary
006008007,Primary
006010001,Secondary
006010002,
006010003,Secondary
006011001,Primary
006011002,Primary
006011003,Secondary
006011004,Secondary
006011005,Secondary
006012001,Primary
006012002,Secondary
006012003,
006012004,
006013001,Secondary
006013002,
006013003,Secondary
006013004,Secondary
006013005,
006014001,Primary
006014002,Primary
006014003,Secondary
006014004,Secondary
006014005,
006014006,
006015001,Primary
006015002,Secondary
006015003,Secondary
006015004,Secondary
006016001,Primary
006016002,Primary
006016003,
006017001,Secondary
006017002,Primary
006017003,Primary
006017004,
006017005,
006018001,Primary
006018002,Primary
006018003,Secondary
006018004,Secondary
006018005,Secondary
006018006,Secondary
006018007,
006019001,Secondary
006019002,Primary
006019003,Secondary
006019004,Secondary
006020001,Primary
006020002,Primary
006020003,Secondary
006020004,Secondary
006020005,Secondary
006020006,Primary
007001001,Secondary
007001002,Primary
007001003,Secondary
007001004,Primary
007002001,Primary
007003001,Primary
007003002,Primary
007003003,
007003004,Secondary
007003005,Secondary
007003006,Secondary
007003007,Secondary
007003008,Secondary
007004001,Primary
007004002,Secondary
007005001,
007005002,
007005003,Primary
007005004,Primary
007005005,Primary
007005006,Secondary
007006001,Secondary
007006002,Secondary
007006003,
007006004,Primary
007006005,
007008001,Primary
007008002,
007008003,Secondary
007008004,Primary
007008005,Secondary
007008006,Secondary
007008007,Primary
007009001,Secondary
007009002,
007009003,Primary
007009004,
007010001,Secondary
007010002,Secondary
007010003,Primary
007010004,Secondary
007010005,Secondary
007010006,Secondary
007010007,Primary
007011001,Secondary
007011002,Primary
007011003,
007011004,Secondary
007011005,Secondary
007011006,Secondary
007011007,Secondary
007011008,Primary
007012001,Secondary
007012002,Secondary
007013001,Primary
007013002,Primary
007013003,Secondary
007013004,Primary
007013005,Primary
007014001,
007014002,Secondary
007014003,Secondary
007014004,Secondary
007014005,
007015001,Secondary
007015002,Secondary
007015003,Primary
007015004,Primary
007016001,Primary
007016002,Secondary
007016003,Secondary
007016004,Secondary
007016005,Secondary
007016006,Secondary
007016007,Secondary
007016008,Secondary
007016009,Primary
007016010,Primary
007016011,Primary
007016012,Primary
007016013,Preschool/kindergarten
007016014,
007017001,Secondary
007017002,Secondary
007017003,Primary
007017004,Primary
007017005,Secondary
007018001,Secondary
007018002,Primary
007018003,Secondary
007018004,Secondary
007018005,Secondary
007019001,Secondary
007019002,Secondary
007019003,Secondary
007019004,Secondary
007020001,Secondary
007020002,Secondary
007020003,Secondary
007020004,Secondary
007020005,Primary
007020006,Secondary
007020007,Secondary
008001001,Secondary
008002001,Secondary
008002002,Secondary
008002003,Secondary
008002004,Primary
008003001,Secondary
008003002,Secondary
008003003,Secondary
008003004,Primary
008004001,Secondary
008004002,Secondary
008004003,Secondary
008004004,Primary
008005001,Primary
008006001,Primary
008006002,Primary
008006003,Secondary
008006004,Secondary
008006005,Secondary
008007001,Secondary
008007002,Primary
008007003,Secondary
008007004,Secondary
008007005,Primary
008008001,Primary
008008002,Secondary
008008003,Secondary
008009001,Primary
008009002,Primary
008009003,Secondary
008009004,Secondary
008009005,Secondary
008010001,Secondary
008010002,Secondary
008010003,Secondary
008010004,Secondary
008011001,Secondary
008011002,Secondary
008011003,Secondary
008011004,Secondary
008012001,Secondary
008012002,Secondary
008012003,Primary
008012004,Primary
008012005,
008013001,Primary
008013002,Secondary
008013003,Secondary
008013004,Secondary
008013005,Primary
008013006,Preschool/kindergarten
008014001,Secondary
008014002,Secondary
008014003,Primary
008014004,
008015001,Secondary
008015002,Secondary
008015003,Secondary
008015004,Primary
008016001,Primary
008016002,Secondary
008016003,Secondary
008016004,Secondary
008016005,Secondary
008016006,Secondary
008016007,Secondary
008016008,Secondary
008016009,
008017001,Primary
008017002,Primary
008017003,Primary
008017004,Secondary
008017005,Secondary
008018001,Secondary
008018002,Secondary
008018003,Secondary
008018004,Secondary
008018005,Primary
008018006,Preschool/kindergarten
008019001,Secondary
008019002,Primary
008019003,Secondary
008019004,Secondary
008019005,Secondary
008020001,
008020002,Secondary
008020003,Primary
009001001,Primary
009001002,Secondary
009001003,Secondary
009002001,Secondary
009002002,Secondary
009002003,
009003001,Primary
009003002,Secondary
009003003,Primary
009003004,
009004001,Primary
009004002,Primary
009004003,Secondary
009004004,Secondary
009004005,Secondary
009005001,Secondary
009005002,Secondary
009005003,Secondary
009005004,Secondary
009005005,Secondary
009005006,Primary
009005007,
009006001,Secondary
009006002,Secondary
009006003,Secondary
009006004,Secondary
009006005,Primary
009006006,Secondary
009007001,Primary
009007002,Secondary
009007003,Secondary
009007004,Secondary
009007005,Secondary
009007006,Secondary
009007007,Secondary
009007008,Secondary
009007009,
009007010,
009008001,Secondary
009008002,Secondary
009008003,
009008004,
009009001,Secondary
009009002,Primary
009009003,Secondary
009009004,Secondary
009009005,Secondary
009010001,Secondary
009010002,Secondary
009010003,Secondary
009010004,Primary
009011001,Secondary
009011002,Secondary
009011003,Secondary
009011004,Secondary
009011005,Secondary
009011006,Primary
009011007,Preschool/kindergarten
009012001,Primary
009012002,Primary
009012003,Primary
009012004,Secondary
009012005,Primary
009012006,Primary
009012007,Primary
009013001,Secondary
009013002,Secondary
009013003,Primary
009013004,
009014001,Primary
009014002,Primary
009014003,Secondary
009014004,Secondary
009014005,Secondary
009014006,Secondary
009014007,
009015001,Secondary
009015002,Primary
009015003,Secondary
009015004,Secondary
009015005,Secondary
009016001,Secondary
009016002,Secondary
009016003,Primary
009016004,Primary
009016005,
009017001,
009018001,Secondary
009018002,Primary
009018003,Secondary
009018004,Secondary
009018005,Secondary
009018006,Primary
009018007,Primary
009019001,Secondary
009019002,Secondary
009019003,Secondary
009019004,Preschool/kindergarten
009020001,Secondary
009020002,Secondary
009020003,Secondary
009020004,
010001001,Secondary
010001002,Secondary
010001003,Secondary
010001004,Secondary
010001005,Secondary
010001006,Secondary
010002001,Secondary
010002002,Secondary
010002003,Secondary
010002004,Secondary
010003001,Secondary
010003002,Primary
010003003,Secondary
010003004,Secondary
010003005,Secondary
010004001,Primary
010004002,Primary
010004003,Secondary
010004004,Primary
010005001,Secondary
010005002,Primary
010005003,Secondary
010005004,Secondary
010005005,Secondary
010006001,Primary
010006002,Primary
010006003,Secondary
010006004,Secondary
010006005,Primary
010006006,Preschool/kindergarten
010007001,Primary
010007002,Primary
010007003,Secondary
010008001,Secondary
010008002,Secondary
010008003,Secondary
010009001,Secondary
010009002,Secondary
010009003,Secondary
010010001,Secondary
010010002,Primary
010010003,Secondary
010010004,Secondary
010010005,Primary
010010006,Primary
010011001,Secondary
010011002,Secondary
010011003,
010011004,
010012001,Secondary
010012002,
010012003,Secondary
010012004,Secondary
010012005,Secondary
010012006,
010012007,Secondary
010012008,Secondary
010012009,
010014001,Secondary
010014002,Secondary
010014003,Secondary
010014004,Primary
010014005,
010014006,
010015001,Primary
010015002,Secondary
010015003,Secondary
010015004,Primary
010015005,
010015006,Secondary
010015007,Secondary
010015008,Secondary
010015009,
010016001,Secondary
010016002,Secondary
010017001,Secondary
010017002,Secondary
010018001,Secondary
010018002,Primary
010018003,Secondary
010018004,Primary
010019001,Primary
010019002,Secondary
010019003,Secondary
010019004,Secondary
010019005,Primary
010019006,Preschool/kindergarten
010020001,Secondary
010020002,Secondary
010020003,
010020004,
010020005,
011001001,Secondary
011001002,Secondary
011001003,Primary
011001004,
011002001,Secondary
011002002,
011002003,Primary
011002004,
011003001,
011003002,
011003003,Secondary
011004001,Primary
011004002,Primary
011004003,Secondary
011004004,Secondary
011004005,Primary
011005001,Primary
011005002,Primary
011005003,
011005004,
011005005,
011006001,Secondary
011006002,Primary
011006003,Secondary
011006004,Secondary
011006005,Secondary
011007001,Primary
011007002,Primary
011007003,
011007004,
011008001,Secondary
011008002,Primary
011008003,Secondary
011008004,Primary
011009001,Primary
011009002,Secondary
011009003,Primary
011009004,Primary
011010001,Primary
011010002,Secondary
011010003,
011011001,Primary
011011002,Primary
011011003,Secondary
011011004,
011012001,
011012002,Secondary
011012003,
011012004,
011013001,Primary
011013002,
011013003,Secondary
011013004,Primary
011013005,Secondary
011014001,Primary
011014002,Secondary
011015001,Primary
011015002,Secondary
011015003,Primary
011016001,Primary
011016002,Primary
011016003,Secondary
011016004,Secondary
011017001,Secondary
011017002,Secondary
011017003,Primary
011017004,Secondary
011017005,Secondary
011017006,Secondary
011017007,Secondary
011017008,Secondary
011017009,Secondary
011017010,
011018001,Primary
011018002,Primary
011018003,
011018004,Primary
011018005,Primary
011019001,Primary
011020001,Secondary
011020002,Secondary
011020003,Primary
011020004,
012001001,Secondary
012001002,Secondary
012001003,Primary
012001004,
012002001,
012002002,
012002003,Secondary
012002004,Secondary
012003001,Primary
012003002,Secondary
012003003,Secondary
012003004,Secondary
012003005,Primary
012003006,
012004001,Primary
012004002,Secondary
012004003,Secondary
012004004,Secondary
012004005,Secondary
012004006,Secondary
012005001,Secondary
012005002,Primary
012005003,Primary
012005004,
012006001,Secondary
012006002,Secondary
012006003,
012007001,Primary
012007002,Secondary
012007003,Secondary
012007004,Secondary
012007005,Secondary
012007006,Secondary
012007007,Primary
012008001,Primary
012008002,Primary
012008003,Secondary
012008004,Secondary
012008005,Secondary
012009001,Secondary
012009002,Secondary
012009003,Primary
012009004,Primary
012009005,Secondary
012009006,Secondary
012010001,Primary
012010002,Secondary
012010003,Secondary
012010004,Secondary
012010005,
012011001,Secondary
012011002,Primary
012011003,Secondary
012011004,Primary
012012001,Secondary
012012002,Secondary
012012003,Secondary
012012004,Secondary
012012005,Secondary
012012006,Primary
012012007,Primary
012012008,Primary
012013001,Primary
012013002,Primary
012013003,Secondary
012013004,Secondary
012013005,Secondary
012014001,Secondary
012014002,Secondary
012014003,Preschool/kindergarten
012014004,
012015001,Secondary
012015002,Secondary
012015003,Secondary
012015004,Secondary
012015005,Secondary
012015006,Primary
012015007,Primary
012015008,Primary
012015009,
012016001,Secondary
012016002,Secondary
012016003,Primary
012016004,
012017001,Primary
012017002,Secondary
012017003,Secondary
012017004,Secondary
012017005,Primary
012018001,Secondary
012018002,Primary
012018003,Secondary
012018004,Primary
012018005,Preschool/kindergarten
012018006,
012019001,Secondary
012019002,Secondary
012019003,Secondary
012019004,Preschool/kindergarten
012019005,
012020001,Primary
012020002,Secondary
013001001,
013001002,
013001003,Secondary
013001004,Secondary
013001005,
013002001,Secondary
013002002,Secondary
013002003,
013003001,Secondary
013003002,Primary
013003003,Secondary
013003004,Secondary
013004001,Secondary
013004002,Primary
013004003,
013005001,Primary
013005002,Secondary
013005003,Secondary
013005004,Secondary
013005005,Secondary
013006001,Secondary
013006002,Primary
013006003,
013006004,Secondary
013006005,Secondary
013006006,Secondary
013006007,Secondary
013007001,Secondary
013007002,Secondary
013007003,Secondary
013007004,Secondary
013007005,Secondary
013007006,Secondary
013007007,Secondary
013007008,
013007009,
013007010,Secondary
013007011,Secondary
013009001,Primary
013009002,Secondary
013009003,Secondary
013009004,Secondary
013010001,Secondary
013010002,Secondary
013010003,Preschool/kindergarten
013010004,Secondary
013011001,
013011002,
013011003,Secondary
013011004,Primary
013011005,
013012001,Secondary
013012002,
013012003,Primary
013012004,Primary
013012005,Primary
013012006,
013013001,Secondary
013013002,Primary
013013003,Primary
013013004,Primary
013013005,Preschool/kindergarten
013014001,Primary
013014002,Primary
013014003,Primary
013015001,Primary
013015002,
013015003,Secondary
013016001,Secondary
013016002,Primary
013016003,Secondary
013016004,Secondary
013016005,Secondary
013016006,Secondary
013016007,Secondary
013017001,Secondary
013017002,Secondary
013018001,Secondary
013018002,Secondary
013018003,Secondary
013018004,Secondary
013018005,
013020001,Secondary
013020002,Secondary
013020003,Secondary
013020004,Primary
013020005,
014001001,Secondary
014001002,Secondary
014001003,Secondary
014001004,Secondary
014001005,Secondary
014002001,
014002002,Primary
014003001,Secondary
014003002,Secondary
014003003,Secondary
014003004,Secondary
014003005,Primary
014003006,
014003007,
014004001,Secondary
014004002,Primary
014004003,Secondary
014004004,
014005001,Primary
014005002,
014005003,Secondary
014005004,Secondary
014006001,Secondary
014006002,Primary
014006003,Primary
014006004,Secondary
014006005,Secondary
014006006,Primary
014007001,Secondary
014007002,
014007003,Secondary
014007004,Secondary
014007005,Secondary
014007006,Secondary
014007007,
014007008,
014008001,
014008002,Secondary
014008003,Secondary
014008004,Secondary
014009001,Secondary
014009002,Secondary
014009003,Primary
014009004,Preschool/kindergarten
014010001,Primary
014010002,Primary
014010003,Primary
014010004,
014011001,Secondary
014011002,Secondary
014011003,Secondary
014011004,Secondary
014011005,Primary
014011006,
014011007,
014012001,Secondary
014012002,Primary
014012003,Secondary
014012004,Secondary
014012005,Secondary
014012006,
014012007,
014013001,Primary
014013002,Secondary
014013003,Secondary
014013004,Preschool/kindergarten
014014001,Secondary
014014002,Secondary
014014003,Primary
014014004,Primary
014015001,Primary
014015002,Secondary
014015003,Primary
014016001,Primary
014016002,Primary
014016003,Secondary
014016004,Primary
014016005,Primary
014017001,Secondary
014017002,Secondary
014017003,Secondary
014017004,Primary
014018001,Secondary
014018002,Secondary
014019001,Secondary
014019002,Secondary
014019003,
014019004,
014020001,Primary
014020002,Primary
014020003,
014020004,
015001001,Secondary
015001002,Primary
015001003,Secondary
015001004,Secondary
015001005,Secondary
015001006,
015002001,Secondary
015002002,Primary
015002003,Primary
015002004,Primary
015002005,Preschool/kindergarten
015003001,
015003002,
015004001,Primary
015004002,Primary
015004003,Secondary
015004004,Primary
015004005,Preschool/kindergarten
015005001,Primary
015005002,Primary
015005003,Secondary
015005004,Secondary
015005005,Secondary
015005006,Secondary
015006001,Secondary
015006002,Secondary
015006003,Preschool/kindergarten
015006004,
015007001,Secondary
015007002,
015007003,Secondary
015007004,Primary
015007005,Secondary
015007006,Secondary
015007007,Primary
015007008,Secondary
015007009,Secondary
015007010,Secondary
015007011,
015007012,
015007013,
015008001,Secondary
015008002,Secondary
015008003,Secondary
015008004,Primary
015008005,Secondary
015008006,
015008007,
015009001,Secondary
015009002,Secondary
015009003,Secondary
015009004,Secondary
015009005,Secondary
015009006,Primary
015010001,Primary
015010002,Primary
015010003,Primary
015010004,
015010005,
015011001,Primary
015011002,Primary
015011003,Secondary
015011004,Secondary
015011005,Primary
015012001,Secondary
015012002,Primary
015012003,Primary
015012004,Preschool/kindergarten
015013001,Secondary
015013002,Primary
015013003,Secondary
015013004,Primary
015014001,
015014002,
015014003,Primary
015015001,Primary
015015002,Primary
015015003,Primary
015015004,Primary
015015005,
015016001,Primary
015016002,
015016003,Secondary
015016004,Primary
015016005,Primary
015016006,Primary
015016007,Secondary
015016008,Primary
015016009,Primary
015016010,Preschool/kindergarten
015017001,Secondary
015017002,Primary
015017003,Primary
015017004,Preschool/kindergarten
015018001,
015018002,Primary
015018003,Primary
015018004,Secondary
015018005,Primary
015018006,
015019001,Secondary
015019002,Primary
015019003,Primary
015019004,Preschool/kindergarten
015019005,
015020001,Primary
015020002,Primary
015020003,Secondary
015020004,Secondary
015020005,Primary
015020006,Primary
015020007,
016001001,Primary
016001002,Primary
016001003,Secondary
016001004,Secondary
016001005,Secondary
016002001,Secondary
016002002,Secondary
016002003,Secondary
016002004,Secondary
016002005,Preschool/kindergarten
016003001,Secondary
016003002,Primary
016003003,Secondary
016003004,Secondary
016003005,Primary
016003006,
016004001,Secondary
016004002,Primary
016004003,Secondary
016004004,Secondary
016004005,Secondary
016004006,Secondary
016005001,Secondary
016005002,Primary
016005003,Secondary
016005004,Secondary
016005005,Secondary
016005006,Secondary
016005007,Secondary
016006001,Secondary
016006002,Secondary
016006003,Secondary
016006004,Secondary
016007001,Secondary
016007002,Secondary
016007003,
016007004,Secondary
016007005,Secondary
016007006,Secondary
016007007,Secondary
016008001,Primary
016008002,Primary
016008003,Preschool/kindergarten
016008004,
016009001,Primary
016009002,Secondary
016009003,Secondary
016009004,Secondary
016009005,Primary
016009006,Secondary
016009007,Primary
016009008,Primary
016009009,Preschool/kindergarten
016009010,
016009011,
016009012,
016010001,Primary
016010002,Primary
016010003,Secondary
016010004,Secondary
016011001,Secondary
016011002,Primary
016011003,Secondary
016011004,Secondary
016011005,Secondary
016011006,Secondary
016012001,Secondary
016012002,Secondary
016012003,Primary
016012004,
016012005,
016013001,Secondary
016013002,Secondary
016013003,Secondary
016013004,Secondary
016013005,Secondary
016013006,Preschool/kindergarten
016013007,
016014001,Secondary
016014002,Secondary
016014003,Secondary
016014004,Secondary
016014005,Secondary
016014006,Secondary
016014007,Primary
016015001,
016015002,Secondary
016015003,Secondary
016015004,
016016001,Primary
016016002,Primary
016016003,
016016004,Secondary
016016005,Secondary
016016006,Secondary
016016007,Secondary
016017001,Primary
016017002,
016017003,Primary
016017004,Primary
016017005,Secondary
016017006,Primary
016018001,Secondary
016018002,Secondary
016018003,Primary
016018004,Primary
016019001,Secondary
016019002,Primary
016019003,Primary
016019004,Primary
016020001,Secondary
016020002,Secondary
016020003,Preschool/kindergarten
016020004,
016020005,
017001001,Secondary
017001002,Primary
017001003,Secondary
017001004,Secondary
017001005,Secondary
017001006,Primary
017002001,
017002002,Primary
017002003,Primary
017002004,Secondary
017003001,Secondary
017003002,Primary
017003003,Secondary
017003004,Secondary
017003005,Secondary
017004001,Secondary
017004002,Primary
017004003,Primary
017004004,
017004005,
017005001,Secondary
017005002,Primary
017005003,Secondary
017005004,Secondary
017005005,Secondary
017005006,Secondary
017006001,Secondary
017006002,Secondary
017006003,Secondary
017006004,
017006005,Preschool/kindergarten
017006006,
017007001,Primary
017007002,Secondary
017007003,Secondary
017007004,Secondary
017007005,Primary
017007006,Primary
017007007,Secondary
017007008,Secondary
017008001,Primary
017008002,
017009001,Primary
017009002,Primary
017009003,Secondary
017009004,Primary
017009005,Primary
017010001,Secondary
017010002,Secondary
017010003,Secondary
017010004,Primary
017010005,
017011001,Secondary
017011002,Primary
017012001,Secondary
017012002,Primary
017012003,Primary
017012004,Primary
017012005,
017013001,Secondary
017013002,Secondary
017013003,
017013004,
017014001,Primary
017014002,Primary
017014003,Secondary
017016001,Secondary
017016002,Secondary
017016003,Secondary
017016004,Secondary
017017001,Secondary
017017002,Secondary
017017003,Secondary
017017004,Primary
017018001,Primary
017018002,Secondary
017018003,Primary
017018004,Preschool/kindergarten
017019001,Secondary
017019002,Secondary
017019003,Secondary
017019004,Secondary
017019005,Primary
017020001,Secondary
017020002,Primary
017020003,Secondary
017020004,Secondary
017020005,Primary
018001001,
018001002,Secondary
018001003,Primary
018001004,Secondary
018001005,Secondary
018001006,Secondary
018001007,Secondary
018001008,
018002001,
018002002,Secondary
018003001,Secondary
018003002,Secondary
018003003,Secondary
018003004,Secondary
018003005,Primary
018003006,Preschool/kindergarten
018004001,Secondary
018004002,Secondary
018004003,Secondary
018004004,Secondary
018005001,Secondary
018005002,Secondary
018005003,Secondary
018005004,Secondary
018005005,Secondary
018005006,Secondary
018006001,
018006002,Secondary
018006003,Secondary
018006004,Secondary
018006005,Secondary
018006006,Secondary
018006007,Secondary
018006008,
018006009,
018007001,Secondary
